customer_id,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,cust_name,Bonus_ROI,Age_Group,Customer_Lifetime_Value,Income_Category
4446,Faroe Islands,70,Female,53478,36,32,256,45.0,91493,993,100,1000,5000,500,50000,Yes,Rachel Simmons,4.0,60+,500000,Middle Income
6417,Korea,60,Male,141730,73,10,358,27.0,90184,993,100,1000,5000,500,50000,Yes,Nancy Smith,4.0,60+,500000,High Income
2580,France,61,Female,75477,40,10,228,42.0,93320,996,100,1000,5000,500,50000,No,Ashlee Torres,4.0,60+,500000,High Income
6504,Benin,55,Male,74615,14,1,228,25.0,79128,976,100,1000,5000,500,50000,Yes,Kelli King,4.0,46-60,500000,High Income
3454,Mauritania,41,Female,69934,8,14,271,45.0,91427,992,100,1000,5000,500,50000,No,Patricia Simpson,4.0,31-45,500000,Middle Income
6164,North Macedonia,48,Female,65378,53,18,300,45.0,93057,991,100,1000,5000,500,50000,Yes,Jennifer Smith,4.0,46-60,500000,Middle Income
6420,Israel,71,Male,76126,36,13,336,35.0,97829,994,100,1000,5000,500,50000,Yes,Stephen Holland,4.0,60+,500000,High Income
8064,Philippines,31,Male,29217,70,29,90,24.0,88696,987,100,1000,5000,500,50000,Yes,Connor Harris,4.0,31-45,500000,Low Income
7738,Guatemala,79,Male,98183,9,8,199,37.0,94434,998,100,1000,5000,500,50000,No,Bruce Cisneros,4.0,60+,500000,High Income
3972,Eritrea,69,Female,28145,55,32,285,43.0,93869,995,100,1000,5000,500,50000,Yes,Brandon Smith,4.0,60+,500000,Low Income
1627,Turks and Caicos Islands,61,Female,77288,77,37,177,34.0,94038,999,100,1000,5000,500,50000,Yes,Gabriela Johnson,4.0,60+,500000,High Income
5976,Burundi,40,Male,125200,61,17,155,41.0,97235,992,100,1000,5000,500,50000,Yes,Karen Peterson,4.0,31-45,500000,High Income
2085,Kenya,70,Male,138702,16,37,90,14.0,75221,975,98,997,4991,500,49996,Yes,Kevin Russell,4.006018054,60+,489118,High Income
5153,Micronesia,38,Male,135659,69,25,213,49.0,86889,983,100,1000,5000,500,50000,Yes,Tina Cunningham,4.0,31-45,500000,High Income
3049,Belgium,75,Female,114620,52,26,228,49.0,86197,982,100,1000,5000,500,50000,Yes,David Cross,4.0,60+,500000,High Income
5838,Belgium,22,Male,148634,37,6,90,12.0,75221,975,95,988,4972,500,49976,Yes,Michelle Robles,4.032388664,18-30,472340,High Income
3929,Norfolk Island,38,Female,52573,74,10,235,42.0,93210,996,100,1000,5000,500,50000,Yes,Matthew Daniels,4.0,31-45,500000,Middle Income
5579,Tunisia,42,Male,23694,22,7,278,36.0,93795,999,100,1000,5000,500,50000,No,Ann Harding,4.0,31-45,500000,Low Income
6337,Palestinian Territory,66,Male,137278,18,23,293,47.0,90837,989,100,1000,5000,500,50000,Yes,Alexander Hill,4.0,60+,500000,High Income
2992,Angola,70,Female,56332,11,6,220,35.0,92904,1000,100,1000,5000,500,50000,No,Charles Stephenson,4.0,60+,500000,Middle Income
3528,Norfolk Island,39,Female,106376,76,25,235,50.0,85481,980,100,1000,5000,500,50000,Yes,David Williams,4.0,31-45,500000,High Income
1219,Germany,18,Female,41296,5,36,314,34.0,94729,998,100,1000,5000,500,50000,No,James Jones,4.0,18-30,500000,Middle Income
9289,Heard Island and McDonald Islands,74,Male,148744,58,3,97,8.0,75221,975,82,937,4878,499,49718,Yes,Paul Mitchell,4.205976521,60+,399996,High Income
8316,Belize,58,Female,61008,66,36,119,24.0,85722,986,100,1000,5000,500,50000,Yes,Steven Carpenter,4.0,46-60,500000,Middle Income
4600,Tonga,49,Male,34084,65,14,228,46.0,89986,990,100,1000,5000,500,50000,Yes,Gloria Adams,4.0,46-60,500000,Middle Income
7438,Guam,31,Male,47203,7,17,104,29.0,96287,992,100,1000,5000,500,50000,No,Jennifer Fischer,4.0,31-45,500000,Middle Income
5845,Antigua and Barbuda,48,Male,104001,37,3,365,12.0,75221,975,95,988,4972,500,49977,Yes,Ian Adams,4.032388664,46-60,472340,High Income
3528,Norfolk Island,39,Female,106376,25,37,112,21.0,78248,975,99,1000,5000,500,50000,Yes,David Williams,4.0,31-45,495000,High Income
2289,Ghana,30,Male,108467,11,23,271,49.0,87246,984,100,1000,5000,500,50000,Yes,Jason Mills,4.0,31-45,500000,High Income
7250,Netherlands Antilles,25,Female,97040,57,23,155,42.0,96691,992,100,1000,5000,500,50000,Yes,Theresa Oliver,4.0,18-30,500000,High Income
5705,Iraq,57,Female,101795,29,9,170,35.0,95364,998,100,1000,5000,500,50000,No,Abigail Lloyd,4.0,46-60,500000,High Income
1056,Benin,18,Female,96297,36,19,264,49.0,87050,984,100,1000,5000,500,50000,Yes,Richard Cook,4.0,18-30,500000,High Income
2428,Sierra Leone,55,Female,22288,68,35,220,41.0,93611,997,100,1000,5000,500,50000,Yes,Melissa Morris,4.0,46-60,500000,Low Income
7553,Greenland,33,Male,53518,68,2,351,14.0,75221,975,96,992,4982,500,49989,Yes,Samantha Blair,4.022177419,31-45,478272,Middle Income
7534,Congo,47,Male,137757,76,11,213,43.0,93277,995,100,1000,5000,500,50000,Yes,Rachel Harris,4.0,46-60,500000,High Income
9020,Sao Tome and Principe,45,Male,23180,67,6,170,30.0,90878,998,100,1000,5000,500,50000,No,Jennifer Gonzalez,4.0,46-60,500000,Low Income
2234,Ethiopia,67,Female,136609,18,30,285,45.0,92585,993,100,1000,5000,500,50000,Yes,Caitlin Young,4.0,60+,500000,High Income
9405,Antarctica (the territory South of 60 deg S),28,Female,143481,42,15,278,46.0,91428,991,100,1000,5000,500,50000,Yes,Jorge Marshall,4.0,18-30,500000,High Income
4312,San Marino,37,Female,38742,29,4,336,21.0,76303,975,100,1000,5000,500,50000,Yes,Regina Robinson,4.0,31-45,500000,Middle Income
2592,Trinidad and Tobago,77,Male,70605,56,34,242,43.0,92724,995,100,1000,5000,500,50000,Yes,Anthony Terry,4.0,60+,500000,High Income
7735,Seychelles,44,Female,62887,78,14,220,46.0,90348,991,100,1000,5000,500,50000,Yes,Jonathan Martinez,4.0,31-45,500000,Middle Income
2153,Angola,43,Male,101087,54,12,141,34.0,97110,995,100,1000,5000,500,50000,No,Maria Kent,4.0,31-45,500000,High Income
5490,Burundi,80,Male,97381,55,29,351,34.0,98774,992,100,1000,5000,500,50000,Yes,Jonathan Meyer,4.0,60+,500000,High Income
5172,Senegal,19,Male,141457,8,16,322,41.0,97254,993,100,1000,5000,500,50000,No,Joseph Wilson,4.0,18-30,500000,High Income
4360,Japan,48,Female,94834,29,15,336,37.0,98569,993,100,1000,5000,500,50000,Yes,Madison Hawkins,4.0,46-60,500000,High Income
4377,Western Sahara,76,Male,79995,70,8,206,38.0,94279,998,100,1000,5000,500,50000,No,Pamela Perkins,4.0,60+,500000,High Income
9319,Slovenia,43,Male,122587,45,29,351,34.0,98774,992,100,1000,5000,500,50000,Yes,Kimberly Green,4.0,31-45,500000,High Income
9629,Qatar,72,Male,113309,19,30,141,37.0,98455,993,100,1000,5000,500,50000,No,Daniel Cordova,4.0,60+,500000,High Income
3221,Turks and Caicos Islands,37,Female,37536,70,22,119,34.0,99902,990,100,1000,5000,500,50000,Yes,John Lopez,4.0,31-45,500000,Middle Income
3688,Norway,42,Male,124567,31,4,228,32.0,89754,999,100,1000,5000,500,50000,No,Isaac Rodriguez,4.0,31-45,500000,High Income
5671,Cocos (Keeling) Islands,57,Female,67431,73,34,126,29.0,93187,995,100,1000,5000,500,50000,Yes,Carol Kelly,4.0,46-60,500000,Middle Income
5917,Belgium,79,Male,52933,16,6,307,31.0,90999,998,100,1000,5000,500,50000,No,Angel Martinez,4.0,60+,500000,Middle Income
3126,Sweden,70,Male,60149,33,39,112,17.0,75221,975,99,999,4997,500,49999,Yes,Kaitlyn Rodriguez,4.002002002,60+,494703,Middle Income
6497,Paraguay,51,Female,114452,28,9,278,39.0,94627,998,100,1000,5000,500,50000,No,Christopher Olsen,4.0,46-60,500000,High Income
5518,Maldives,64,Female,57880,33,29,365,31.0,97039,993,100,1000,5000,500,50000,Yes,Kelsey Valenzuela,4.0,60+,500000,Middle Income
3929,Norfolk Island,38,Female,52573,37,11,170,38.0,96298,996,100,1000,5000,500,50000,No,Matthew Daniels,4.0,31-45,500000,Middle Income
7577,Monaco,38,Male,93114,63,9,112,23.0,83754,981,100,1000,5000,500,50000,Yes,Brandy Burton,4.0,31-45,500000,High Income
3161,Belarus,39,Male,38232,50,25,141,39.0,98917,991,100,1000,5000,500,50000,Yes,Gabriel Davis,4.0,31-45,500000,Middle Income
3418,Gabon,41,Female,35213,36,25,365,33.0,99174,990,100,1000,5000,500,50000,Yes,Aaron Lee,4.0,31-45,500000,Middle Income
7859,Lithuania,52,Male,22975,31,10,351,28.0,92311,995,100,1000,5000,500,50000,No,Dennis Freeman,4.0,46-60,500000,Low Income
5673,Netherlands,30,Male,42929,23,10,336,32.0,94955,996,100,1000,5000,500,50000,No,Jennifer Martinez,4.0,31-45,500000,Middle Income
8202,Romania,80,Male,53342,7,29,148,39.0,98168,993,100,1000,5000,500,50000,No,Brenda Cook,4.0,60+,500000,Middle Income
8532,Senegal,56,Male,122008,7,33,242,44.0,91950,994,100,1000,5000,500,50000,No,Tracey Townsend,4.0,46-60,500000,High Income
7534,Congo,47,Male,137757,9,3,256,29.0,86925,996,100,1000,5000,500,50000,No,Rachel Harris,4.0,46-60,500000,High Income
8825,Iceland,72,Male,88887,72,8,249,39.0,93862,998,100,1000,5000,500,50000,No,Amanda Williams,4.0,60+,500000,High Income
2077,American Samoa,73,Male,75758,58,32,220,45.0,91549,993,100,1000,5000,500,50000,Yes,Luis Travis,4.0,60+,500000,High Income
4289,Netherlands,37,Male,102301,78,13,177,41.0,95467,995,100,1000,5000,500,50000,Yes,Jessica Lester,4.0,31-45,500000,High Income
4454,Jamaica,39,Male,139911,74,19,285,47.0,90074,988,100,1000,5000,500,50000,Yes,Casey Rodriguez,4.0,31-45,500000,High Income
5378,Saint Martin,37,Male,117495,25,33,264,43.0,92713,995,100,1000,5000,500,50000,Yes,Charles Hernandez,4.0,31-45,500000,High Income
8303,Denmark,45,Male,119298,76,15,314,41.0,96507,993,100,1000,5000,500,50000,Yes,Ashley Mcgee,4.0,46-60,500000,High Income
3836,Croatia,58,Male,26679,10,1,235,25.0,79319,977,100,1000,5000,500,50000,Yes,Seth Lin,4.0,46-60,500000,Low Income
2094,France,57,Male,134146,10,32,307,40.0,96137,995,100,1000,5000,500,50000,No,Robert Mendez,4.0,46-60,500000,High Income
3296,Gabon,55,Male,24807,26,26,97,28.0,95139,991,100,1000,5000,500,50000,No,Mark Hicks,4.0,46-60,500000,Low Income
4073,British Virgin Islands,19,Male,122110,54,27,322,42.0,96934,992,100,1000,5000,500,50000,Yes,Jesse Smith,4.0,18-30,500000,High Income
1176,Yemen,32,Male,118477,24,39,148,26.0,85483,989,100,1000,5000,500,50000,Yes,Tammy Robinson,4.0,31-45,500000,High Income
2985,Tonga,36,Female,54771,49,27,199,47.0,89740,988,100,1000,5000,500,50000,Yes,Judith Gilbert,4.0,31-45,500000,Middle Income
3654,Pakistan,23,Male,135713,55,30,213,46.0,90271,990,100,1000,5000,500,50000,Yes,Jason Smith,4.0,18-30,500000,High Income
2394,San Marino,32,Male,23823,14,17,322,41.0,97079,992,100,1000,5000,500,50000,Yes,Cassidy Gomez,4.0,31-45,500000,Low Income
1728,Samoa,34,Male,90527,71,19,213,49.0,87163,984,100,1000,5000,500,50000,Yes,Jessica Morris,4.0,31-45,500000,High Income
9405,Antarctica (the territory South of 60 deg S),28,Female,143481,22,34,206,42.0,93838,996,100,1000,5000,500,50000,No,Jorge Marshall,4.0,18-30,500000,High Income
4762,Bangladesh,72,Male,103933,79,19,365,32.0,99022,991,100,1000,5000,500,50000,Yes,Tammie Brewer,4.0,60+,500000,High Income
1161,Ecuador,51,Male,83771,5,4,97,10.0,75221,975,90,974,4944,500,49921,Yes,Rodney Richards,4.075975359,46-60,444960,High Income
6253,Mayotte,32,Male,73104,32,38,307,32.0,92162,998,100,1000,5000,500,50000,No,Susan Delgado,4.0,31-45,500000,High Income
6558,Nicaragua,57,Female,131775,19,4,307,27.0,85064,990,100,1000,5000,500,50000,Yes,Elizabeth Davila,4.0,46-60,500000,High Income
6134,Denmark,32,Female,69538,71,8,177,35.0,94561,998,100,1000,5000,500,50000,No,Katelyn Williamson,4.0,31-45,500000,Middle Income
2436,Ireland,50,Female,84312,71,22,300,46.0,92287,990,100,1000,5000,500,50000,Yes,Jeffrey Olson,4.0,46-60,500000,High Income
5579,Tunisia,42,Male,23694,7,27,177,45.0,93375,992,100,1000,5000,500,50000,No,Ann Harding,4.0,31-45,500000,Low Income
7875,Uzbekistan,75,Male,26049,25,35,191,39.0,94921,997,100,1000,5000,500,50000,No,Jacqueline Watkins,4.0,60+,500000,Low Income
4627,Dominican Republic,46,Male,76819,64,20,365,33.0,99274,990,100,1000,5000,500,50000,Yes,Kathy Nichols,4.0,46-60,500000,High Income
7601,French Polynesia,18,Male,69793,28,5,271,33.0,91288,1000,100,1000,5000,500,50000,No,Kenneth Simmons,4.0,18-30,500000,Middle Income
6719,New Caledonia,49,Male,33514,50,1,191,23.0,75221,975,100,1000,5000,500,50000,Yes,Cody Wilson,4.0,46-60,500000,Middle Income
7584,Nauru,51,Male,142921,77,7,220,37.0,93673,999,100,1000,5000,500,50000,No,Jonathan Mullins,4.0,46-60,500000,High Income
1528,Sri Lanka,77,Male,141247,19,4,104,12.0,75221,975,95,988,4973,500,49977,Yes,Frank Wallace,4.03340081,60+,472435,High Income
7738,Guatemala,79,Male,98183,72,24,104,30.0,97964,991,100,1000,5000,500,50000,Yes,Bruce Cisneros,4.0,60+,500000,High Income
7577,Monaco,38,Male,93114,10,23,242,50.0,85036,979,100,1000,5000,500,50000,Yes,Brandy Burton,4.0,31-45,500000,High Income
2196,China,53,Male,104373,33,37,322,31.0,92589,998,100,1000,5000,500,50000,No,Sandra Jones,4.0,46-60,500000,High Income
6896,Romania,57,Male,28450,44,3,264,29.0,86606,995,100,1000,5000,500,50000,No,Joshua Blanchard,4.0,46-60,500000,Low Income
9096,Sweden,73,Female,119217,35,37,293,35.0,94182,999,100,1000,5000,500,50000,No,Kathryn Gentry,4.0,60+,500000,High Income
8410,Denmark,21,Female,90093,51,14,329,38.0,97994,993,100,1000,5000,500,50000,Yes,Richard Mitchell,4.0,18-30,500000,High Income
5162,Moldova,32,Male,82739,27,8,170,34.0,94358,998,100,1000,5000,500,50000,No,Michael Wade,4.0,31-45,500000,High Income
9860,Germany,29,Female,33913,47,11,228,43.0,92668,995,100,1000,5000,500,50000,Yes,Joshua Cox,4.0,18-30,500000,Middle Income
1176,Yemen,32,Male,118477,65,19,162,43.0,95641,992,100,1000,5000,500,50000,Yes,Tammy Robinson,4.0,31-45,500000,High Income
4398,Bulgaria,21,Female,80451,75,33,264,43.0,92713,995,100,1000,5000,500,50000,Yes,Jose Mason,4.0,18-30,500000,High Income
2153,Angola,43,Male,101087,19,30,300,43.0,94591,994,100,1000,5000,500,50000,Yes,Maria Kent,4.0,31-45,500000,High Income
5857,Philippines,42,Female,128870,48,6,249,35.0,92917,1000,100,1000,5000,500,50000,No,Grant Macdonald,4.0,31-45,500000,High Income
4456,Guinea-Bissau,55,Female,66887,5,17,351,35.0,99370,991,100,1000,5000,500,50000,Yes,Michael Williams,4.0,46-60,500000,Middle Income
4446,Faroe Islands,70,Female,53478,32,3,249,29.0,87127,996,100,1000,5000,500,50000,No,Rachel Simmons,4.0,60+,500000,Middle Income
3450,Norfolk Island,62,Female,22489,67,24,358,35.0,99910,990,100,1000,5000,500,50000,Yes,Brooke Wright,4.0,60+,500000,Low Income
2077,American Samoa,73,Male,75758,11,20,155,42.0,96788,992,100,1000,5000,500,50000,No,Luis Travis,4.0,60+,500000,High Income
4762,Bangladesh,72,Male,103933,74,13,104,26.0,91022,991,100,1000,5000,500,50000,Yes,Tammie Brewer,4.0,60+,500000,High Income
3323,Albania,59,Female,61259,29,30,264,46.0,90180,990,100,1000,5000,500,50000,Yes,Andrew Page,4.0,46-60,500000,Middle Income
4168,Tunisia,71,Female,44047,19,29,112,30.0,96816,993,100,1000,5000,500,50000,No,Dennis Crane,4.0,60+,500000,Middle Income
5579,Tunisia,42,Male,23694,47,40,351,19.0,75221,975,99,1000,4999,500,50000,Yes,Ann Harding,3.999,31-45,494901,Low Income
7601,French Polynesia,18,Male,69793,32,15,365,30.0,96504,993,100,1000,5000,500,50000,Yes,Kenneth Simmons,4.0,18-30,500000,Middle Income
5483,Myanmar,60,Female,116718,29,16,148,39.0,98217,992,100,1000,5000,500,50000,No,Debbie Carson,4.0,60+,500000,High Income
6253,Mayotte,32,Male,73104,19,3,213,29.0,86547,995,100,1000,5000,500,50000,No,Susan Delgado,4.0,31-45,500000,High Income
4237,South Georgia and the South Sandwich Islands,26,Male,121168,5,16,293,45.0,92807,992,100,1000,5000,500,50000,No,Cynthia Ford,4.0,18-30,500000,High Income
2839,Israel,22,Male,136694,23,40,300,29.0,88140,996,100,1000,5000,500,50000,Yes,Shirley Thomas,4.0,18-30,500000,High Income
9611,Nigeria,80,Female,52116,73,7,249,37.0,93619,999,100,1000,5000,500,50000,No,Casey Sampson,4.0,60+,500000,Middle Income
4542,Madagascar,67,Male,108904,15,23,112,33.0,99310,990,100,1000,5000,500,50000,No,Terri Smith,4.0,60+,500000,High Income
6103,Bulgaria,21,Female,56079,25,9,365,23.0,84290,982,100,1000,5000,500,50000,Yes,Courtney Gilmore,4.0,18-30,500000,Middle Income
6894,British Virgin Islands,48,Female,117410,32,15,351,34.0,98490,992,100,1000,5000,500,50000,Yes,Kimberly Nolan,4.0,46-60,500000,High Income
2435,Central African Republic,65,Male,25189,57,33,300,40.0,95648,996,100,1000,5000,500,50000,Yes,Scott Allen,4.0,60+,500000,Low Income
4689,Solomon Islands,34,Female,78318,15,9,351,27.0,89969,993,100,1000,5000,500,50000,No,James Huber,4.0,31-45,500000,High Income
9629,Qatar,72,Male,113309,22,30,329,38.0,98018,993,100,1000,5000,500,50000,Yes,Daniel Cordova,4.0,60+,500000,High Income
1108,Costa Rica,77,Male,37791,29,17,213,48.0,88369,987,100,1000,5000,500,50000,Yes,Elizabeth Brown,4.0,60+,500000,Middle Income
3464,Italy,57,Female,119264,41,9,170,35.0,95364,998,100,1000,5000,500,50000,No,Michael Lewis,4.0,46-60,500000,High Income
3836,Croatia,58,Male,26679,48,40,314,27.0,85701,991,100,1000,5000,500,50000,Yes,Seth Lin,4.0,46-60,500000,Low Income
4398,Bulgaria,21,Female,80451,39,24,220,50.0,85909,981,100,1000,5000,500,50000,Yes,Jose Mason,4.0,18-30,500000,High Income
6504,Benin,55,Male,74615,78,39,249,35.0,92380,1000,100,1000,5000,500,50000,Yes,Kelli King,4.0,46-60,500000,High Income
7145,Azerbaijan,23,Male,113107,48,2,351,14.0,75221,975,96,992,4982,500,49989,Yes,Ashley Robinson,4.022177419,18-30,478272,High Income
2234,Ethiopia,67,Female,136609,57,37,242,38.0,93669,999,100,1000,5000,500,50000,Yes,Caitlin Young,4.0,60+,500000,High Income
6164,North Macedonia,48,Female,65378,54,13,358,30.0,95703,994,100,1000,5000,500,50000,Yes,Jennifer Smith,4.0,46-60,500000,Middle Income
7094,Lesotho,29,Female,68725,16,17,235,49.0,87070,984,100,1000,5000,500,50000,Yes,Jason Alvarez,4.0,18-30,500000,Middle Income
4367,Bermuda,71,Female,139976,71,7,206,36.0,93778,999,100,1000,5000,500,50000,No,Cynthia Williams,4.0,60+,500000,High Income
5953,Jamaica,80,Female,24683,73,6,228,35.0,92916,1000,100,1000,5000,500,50000,No,Kayla Kim,4.0,60+,500000,Low Income
7321,Hungary,25,Female,52871,37,2,365,10.0,75221,975,89,970,4937,500,49904,Yes,Amanda Peterson,4.089690722,18-30,439393,Middle Income
7136,Brazil,54,Male,102724,75,9,162,34.0,95215,997,100,1000,5000,500,50000,No,Brandon Jackson,4.0,46-60,500000,High Income
4542,Madagascar,67,Male,108904,67,2,285,25.0,80529,980,100,1000,5000,500,50000,Yes,Terri Smith,4.0,60+,500000,High Income
1528,Sri Lanka,77,Male,141247,49,32,343,33.0,97177,994,100,1000,5000,500,50000,Yes,Frank Wallace,4.0,60+,500000,High Income
4377,Western Sahara,76,Male,79995,54,13,256,45.0,91214,992,100,1000,5000,500,50000,Yes,Pamela Perkins,4.0,60+,500000,High Income
6429,Korea,52,Female,112294,52,20,97,28.0,95809,991,100,1000,5000,500,50000,Yes,Renee Ford,4.0,46-60,500000,High Income
2018,Christmas Island,54,Female,51283,53,18,148,40.0,98111,992,100,1000,5000,500,50000,Yes,Cynthia Rodriguez,4.0,46-60,500000,Middle Income
2006,French Polynesia,43,Female,101286,33,37,293,35.0,94182,999,100,1000,5000,500,50000,No,James Adams,4.0,31-45,500000,High Income
3296,Gabon,55,Male,24807,51,23,199,48.0,88470,986,100,1000,5000,500,50000,Yes,Mark Hicks,4.0,46-60,500000,Low Income
9089,Mauritius,40,Female,24289,42,10,351,28.0,92311,995,100,1000,5000,500,50000,Yes,Melissa Willis,4.0,31-45,500000,Low Income
3346,Bangladesh,49,Male,29630,58,13,199,44.0,93048,994,100,1000,5000,500,50000,Yes,Courtney Morgan,4.0,46-60,500000,Low Income
4528,Malawi,21,Male,26630,49,15,148,38.0,98187,993,100,1000,5000,500,50000,Yes,Michael Gilbert,4.0,18-30,500000,Low Income
8007,Uzbekistan,46,Male,107684,52,29,220,47.0,88827,988,100,1000,5000,500,50000,Yes,Alicia Blake,4.0,46-60,500000,High Income
4452,Paraguay,19,Female,55819,20,36,126,26.0,88472,992,100,1000,5000,500,50000,Yes,Regina Taylor,4.0,18-30,500000,Middle Income
5337,Cote d'Ivoire,51,Male,59917,8,23,365,33.0,99439,990,100,1000,5000,500,50000,Yes,Louis Rogers,4.0,46-60,500000,Middle Income
1286,Ecuador,75,Female,107912,56,8,278,37.0,94412,998,100,1000,5000,500,50000,No,Jeffrey Miller,4.0,60+,500000,High Income
5345,Palestinian Territory,46,Female,50705,49,40,235,33.0,90923,1000,100,1000,5000,500,50000,No,Donna Hill,4.0,46-60,500000,Middle Income
2401,Slovakia (Slovak Republic),63,Female,43734,72,4,170,26.0,84852,989,100,1000,5000,500,50000,Yes,Jason Lawrence,4.0,60+,500000,Middle Income
4537,Albania,31,Female,22318,16,28,293,45.0,92419,992,100,1000,5000,500,50000,Yes,Morgan Clarke,4.0,31-45,500000,Low Income
7553,Greenland,33,Male,53518,76,36,358,25.0,86172,987,100,1000,5000,500,50000,Yes,Samantha Blair,4.0,31-45,500000,Middle Income
1528,Guernsey,45,Female,114050,42,16,256,48.0,88466,987,100,1000,5000,500,50000,Yes,Nicole May,4.0,46-60,500000,High Income
9289,Heard Island and McDonald Islands,74,Male,148744,24,22,112,32.0,99280,990,100,1000,5000,500,50000,No,Paul Mitchell,4.0,60+,500000,High Income
3000,British Indian Ocean Territory (Chagos Archipelago),68,Male,97835,43,35,184,38.0,95260,997,100,1000,5000,500,50000,No,James Wilson,4.0,60+,500000,High Income
1878,Lao People's Democratic Republic,66,Female,52548,79,7,206,36.0,93778,999,100,1000,5000,500,50000,No,Scott Brewer,4.0,60+,500000,Middle Income
9319,Slovenia,43,Male,122587,60,20,293,47.0,91055,989,100,1000,5000,500,50000,Yes,Kimberly Green,4.0,31-45,500000,High Income
6134,Denmark,32,Female,69538,9,12,213,44.0,92565,994,100,1000,5000,500,50000,No,Katelyn Williamson,4.0,31-45,500000,Middle Income
3359,Iceland,39,Female,36656,31,38,336,26.0,87166,991,100,1000,5000,500,50000,Yes,Gary Marshall,4.0,31-45,500000,Middle Income
8383,Cameroon,70,Male,67415,52,28,104,29.0,95922,992,100,1000,5000,500,50000,Yes,Sarah Jones,4.0,60+,500000,Middle Income
4002,Australia,32,Female,21330,8,36,206,39.0,94285,998,100,1000,5000,500,50000,No,Sarah Newman,4.0,31-45,500000,Low Income
8921,Korea,53,Male,92256,6,3,191,27.0,84613,990,100,1000,5000,500,50000,No,Kenneth Hart,4.0,46-60,500000,High Income
3052,Greece,59,Male,114649,39,16,184,45.0,92976,992,100,1000,5000,500,50000,Yes,Jennifer Gomez,4.0,46-60,500000,High Income
5260,New Caledonia,55,Female,26903,11,7,112,20.0,75552,975,99,1000,4999,500,50000,Yes,Crystal Wilson,3.999,46-60,494901,Low Income
5162,Moldova,32,Male,82739,24,30,162,41.0,96675,994,100,1000,5000,500,50000,No,Michael Wade,4.0,31-45,500000,High Income
7209,Sri Lanka,62,Female,77465,52,40,97,11.0,75221,975,93,984,4964,500,49963,Yes,Anthony Cook,4.044715447,60+,461652,High Income
8532,Senegal,56,Male,122008,69,5,220,33.0,91581,1000,100,1000,5000,500,50000,No,Tracey Townsend,4.0,46-60,500000,High Income
2081,Tanzania,72,Male,63663,35,6,220,35.0,92904,1000,100,1000,5000,500,50000,No,Amy White,4.0,60+,500000,Middle Income
1878,Lao People's Democratic Republic,66,Female,52548,55,7,249,37.0,93619,999,100,1000,5000,500,50000,No,Scott Brewer,4.0,60+,500000,Middle Income
4180,Romania,74,Female,109081,68,22,285,48.0,89556,988,100,1000,5000,500,50000,Yes,Tammy Browning,4.0,60+,500000,High Income
1665,Philippines,39,Male,40269,33,37,148,29.0,91343,997,100,1000,5000,500,50000,No,Melissa Wall,4.0,31-45,500000,Middle Income
3059,Faroe Islands,30,Female,53467,16,29,249,48.0,88376,987,100,1000,5000,500,50000,Yes,Christopher Hall,4.0,31-45,500000,Middle Income
2816,Botswana,65,Female,59360,25,34,148,34.0,96143,996,100,1000,5000,500,50000,No,Nicole Shaw,4.0,60+,500000,Middle Income
6548,Wallis and Futuna,52,Female,43777,29,18,249,49.0,86540,983,100,1000,5000,500,50000,Yes,Robert Wagner,4.0,46-60,500000,Middle Income
8273,Macao,30,Female,73841,62,40,97,11.0,75221,975,93,984,4964,500,49963,Yes,Michelle Rivera,4.044715447,31-45,461652,High Income
5802,Saudi Arabia,44,Male,85247,31,31,329,37.0,97855,994,100,1000,5000,500,50000,Yes,Stephanie Henson,4.0,31-45,500000,High Income
3670,Australia,47,Female,30710,67,6,220,35.0,92904,1000,100,1000,5000,500,50000,No,Jaime Nelson,4.0,46-60,500000,Middle Income
4537,Albania,31,Female,22318,45,17,278,47.0,89995,989,100,1000,5000,500,50000,Yes,Morgan Clarke,4.0,31-45,500000,Low Income
2094,France,57,Male,134146,75,26,314,43.0,95505,992,100,1000,5000,500,50000,Yes,Robert Mendez,4.0,46-60,500000,High Income
3354,Lithuania,74,Female,63006,76,38,119,21.0,77900,975,99,1000,5000,500,50000,Yes,Barry Jennings,4.0,60+,495000,Middle Income
5108,El Salvador,53,Male,137382,28,33,343,32.0,96146,995,100,1000,5000,500,50000,Yes,Christina Green,4.0,46-60,500000,High Income
1775,Cayman Islands,52,Male,21132,68,31,177,42.0,95173,994,100,1000,5000,500,50000,Yes,Clinton Green,4.0,46-60,500000,Low Income
4110,Afghanistan,26,Female,116781,23,37,162,32.0,93232,998,100,1000,5000,500,50000,No,Edwin Herman,4.0,18-30,500000,High Income
9089,Mauritius,40,Female,24289,37,14,220,46.0,90348,991,100,1000,5000,500,50000,Yes,Melissa Willis,4.0,31-45,500000,Low Income
2018,Christmas Island,54,Female,51283,8,34,264,42.0,93369,996,100,1000,5000,500,50000,No,Cynthia Rodriguez,4.0,46-60,500000,Middle Income
